parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated,source_selector,extracted_value,last_verified_commit,verified_at,evidence_hash,semantic_status,semantic_review_task_ids
PARAM-001,MOD-001,FORM-001,base_weight_0.92,Strategy base weight 0.92,strategy_weight,float,portfolio_weight,0.92,0.92,0.92,NOT_APPLICABLE,,,,0,1,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-001,medium,PFI/大数据模拟器/qbvs/strategies.py:31,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:61,active,EXTRACTED,TASK-PFI-B-001,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/strategies.py:32:1,0.92,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:1e80459087673a18e9c5583a6f1b6391958a288f428e9007290fe3d17d180c24,MACHINE_VERIFIED,
PARAM-198,MOD-014,FORM-014,score_partial,score_partial,goal_audit,float,count_or_ratio,0.5,0.5,0.5,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-009,medium,PFI/大数据模拟器/qbvs/goal_audit.py:249,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:701,active,EXTRACTED,TASK-PFI-B-009,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/goal_audit.py:249:6,0.5,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:2d66c357682468527d110b32286dd227c38df1343469dcadcf688d4ea284970c,MACHINE_VERIFIED,
PARAM-199,MOD-014,FORM-014,score_blocked,score_blocked,goal_audit,float,count_or_ratio,0.25,0.25,0.25,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-009,medium,PFI/大数据模拟器/qbvs/goal_audit.py:249,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:701,active,EXTRACTED,TASK-PFI-B-009,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/goal_audit.py:249:7,0.25,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:fe65550fbd04042a953293d4281d3f7141f305dc78a3440640a7f2f615a9fb81,MACHINE_VERIFIED,
PARAM-200,MOD-014,FORM-014,score_missing,score_missing,goal_audit,float,count_or_ratio,0.0,0.0,0.0,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-009,medium,PFI/大数据模拟器/qbvs/goal_audit.py:249,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:701,active,EXTRACTED,TASK-PFI-B-009,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/goal_audit.py:249:8,0,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:9ab6e50516e5b58899969a336d527ff31ed5ed1980d054ebed1261be659d7b2b,MACHINE_VERIFIED,
PARAM-201,MOD-015,FORM-015,seed_limit,seed_limit,data_source_gate,integer,count_text_or_seconds,220,220,220,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-010,medium,PFI/大数据模拟器/qbvs/universe_seed.py:43,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:504,active,EXTRACTED,TASK-PFI-B-010,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/universe_seed.py::build_seed_universe.limit,220,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:f41570138e1a530c04c2f4545a813cbb69d8cef88e5c209c24f96ee4d12ef465,MACHINE_VERIFIED,
PARAM-202,MOD-015,FORM-015,seed_min_symbols,seed_min_symbols,data_source_gate,integer,count_text_or_seconds,200,200,200,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-010,medium,PFI/大数据模拟器/qbvs/universe_seed.py:55,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:504,active,EXTRACTED,TASK-PFI-B-010,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/universe_seed.py::validate_seed_universe.min_symbols,200,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:b1baea64d39fc13d6af6e227542200e1b8587d9f57520e26de402c03cef4a803,MACHINE_VERIFIED,
PARAM-203,MOD-015,FORM-015,min_market_coverage,min_market_coverage,data_source_gate,integer,count_text_or_seconds,4,4,4,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-010,medium,PFI/大数据模拟器/qbvs/universe_seed.py:80,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:504,active,EXTRACTED,TASK-PFI-B-010,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/universe_seed.py:82:1,4,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:46e9c15c0a88b6af9a4c9f7b8fb69a6c26ed15e916f8774266f2568c5ab3857b,MACHINE_VERIFIED,
PARAM-204,MOD-015,FORM-015,min_asset_class_coverage,min_asset_class_coverage,data_source_gate,integer,count_text_or_seconds,5,5,5,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-010,medium,PFI/大数据模拟器/qbvs/universe_seed.py:82,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:504,active,EXTRACTED,TASK-PFI-B-010,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/universe_seed.py:84:1,5,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:420c9ef858f60a49432ffe88055ec7dd11d48a3640f4d29b8b16d54e16324f2b,MACHINE_VERIFIED,
PARAM-205,MOD-015,FORM-015,seed_start,seed_start,data_source_gate,string,count_text_or_seconds,2000-01-01,2000-01-01,2000-01-01,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-010,medium,PFI/大数据模拟器/qbvs/universe_seed.py:106,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:504,active,EXTRACTED,TASK-PFI-B-010,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/universe_seed.py::build_seed_cache_plan.start,2000-01-01,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:2938054bc4f31427757d903cbb9de5bf181d44da819b03d3b4162d7b30cb28be,MACHINE_VERIFIED,
PARAM-206,MOD-015,FORM-015,seed_end,seed_end,data_source_gate,string,count_text_or_seconds,2026-06-05,2026-06-05,2026-06-05,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-010,medium,PFI/大数据模拟器/qbvs/universe_seed.py:107,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:504,active,EXTRACTED,TASK-PFI-B-010,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/universe_seed.py::build_seed_cache_plan.end,2026-06-05,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:b0886838c4194cc0b80b3be27548df92baf0f2fae72f54bf9d19ec2a49acbef1,MACHINE_VERIFIED,
PARAM-207,MOD-015,FORM-015,yahoo_cache_source,yahoo_cache_source,data_source_gate,string,count_text_or_seconds,yahoo_public_chart,yahoo_public_chart,yahoo_public_chart,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-010,medium,PFI/大数据模拟器/qbvs/universe_seed.py:242,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:504,active,EXTRACTED,TASK-PFI-B-010,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/universe_seed.py:182:2,yahoo_public_chart,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:c99e01e982b987f8a8afc26afca7d09f60b33a86af4f2a7fadfbd64124f8aa30,MACHINE_VERIFIED,
PARAM-208,MOD-015,FORM-015,moomoo_host,moomoo_host,data_source_gate,string,count_text_or_seconds,127.0.0.1,127.0.0.1,127.0.0.1,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-010,medium,PFI/大数据模拟器/qbvs/datasources.py:32,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:504,active,EXTRACTED,TASK-PFI-B-010,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/datasources.py::probe_moomoo_opend.host,127.0.0.1,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:125a9a02014fee7f30499c1a39f6869f99490456c8dfc4610215dc9734341f98,MACHINE_VERIFIED,
PARAM-209,MOD-015,FORM-015,moomoo_port,moomoo_port,data_source_gate,integer,count_text_or_seconds,11111,11111,11111,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-010,medium,PFI/大数据模拟器/qbvs/datasources.py:32,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:504,active,EXTRACTED,TASK-PFI-B-010,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/datasources.py::probe_moomoo_opend.port,11111,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:703149368a6529ad01d324d7066d9ca0e68df6b1fcd41b9b4b1034fdd9b05f52,MACHINE_VERIFIED,
PARAM-210,MOD-015,FORM-015,moomoo_timeout,moomoo_timeout,data_source_gate,float,count_text_or_seconds,2.0,2.0,2.0,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-010,medium,PFI/大数据模拟器/qbvs/datasources.py:32,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:504,active,EXTRACTED,TASK-PFI-B-010,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/datasources.py::probe_moomoo_opend.timeout,2,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:5dccabfe7a180c61d65aeff805496c0f40bd22e0a90aa3b63126c21197a6c916,MACHINE_VERIFIED,
PARAM-211,MOD-015,FORM-015,moomoo_ktype,moomoo_ktype,data_source_gate,string,count_text_or_seconds,K_DAY,K_DAY,K_DAY,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-010,medium,PFI/大数据模拟器/qbvs/datasources.py:132,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:504,active,EXTRACTED,TASK-PFI-B-010,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/datasources.py::cache_moomoo_history.ktype,K_DAY,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:635d7ece9e9b840b4868549f5592f793f16a5bcd9cf2385212cf31360286138f,MACHINE_VERIFIED,
PARAM-212,MOD-015,FORM-015,moomoo_autype,moomoo_autype,data_source_gate,string,count_text_or_seconds,QFQ,QFQ,QFQ,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-010,medium,PFI/大数据模拟器/qbvs/datasources.py:133,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:504,active,EXTRACTED,TASK-PFI-B-010,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/datasources.py::cache_moomoo_history.autype,QFQ,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:d8ab5fc236630f4c478c8960fc5daebcec852d8d838c35cd7b1eb019d35ba24c,MACHINE_VERIFIED,
PARAM-213,MOD-015,FORM-015,batch_offset,batch_offset,data_source_gate,integer,count_text_or_seconds,0,0,0,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-010,medium,PFI/大数据模拟器/qbvs/moomoo_batch.py:23,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:504,active,EXTRACTED,TASK-PFI-B-010,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/moomoo_batch.py::MoomooBatchConfig.offset,0,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:8477427a1814f928d7c05e9de874ff45d19617d1304e729bdabe3c9bd1f08495,MACHINE_VERIFIED,
